,c1,c2,c3,c4,c5
52212,"0,0,0",,,,
52213,"0,13,0",,,,
52214,"255,0,0",,,,
52215,"255,0,0",,,,
52216,"0,0,89",,,,
52217,"241,227,208",,,,
52218,"94,94,96",,,,
52219,"255,198,19",,,,
52220,"155,245,242",,,,
52221,"103,32,78",,,,
52222,"85,108,66",,,,
52223,"82,104,63",,,,
52224,"104,240,151",,,,
52225,"255,254,233",,,,
52226,"255,237,201",,,,
52227,"253,207,88",,,,
52228,"180,207,250",,,,
52229,"202,202,202",,,,
52230,"221,37,37",,,,
52231,"150,206,180",,,,
52232,"237,201,81",,,,
52233,"234,193,23",,,,
52234,"253,137,170",,,,
52235,"214,212,238",,,,
52236,"0,15,255",,,,
52237,"0,5,49",,,,
52238,"0,0,255",,,,
52239,"0,2,34",,,,
52240,"0,249,255",,,,
52241,"0,3,34",,,,
52242,"0,3,34",,,,
52243,"0,4,51",,,,
52244,"0,1,18",,,,
52245,"251,239,102",,,,
52246,"0,2,34",,,,
52247,"0,4,35",,,,
52248,"0,15,0",,,,
52249,"0,2,34",,,,
52250,"0,3,51",,,,
52251,"255,175,211",,,,
52252,"2,4,3",,,,
52253,"177,227,221",,,,
52254,"99,36,22",,,,
52255,"0,2,18",,,,
52256,"0,4,51",,,,
52257,"247,243,180",,,,
52258,"0,0,0",,,,
52259,"9,31,96",,,,
52260,"255,214,214",,,,
52261,"0,0,0",,,,
52262,"0,9,159",,,,
52263,"143,152,175",,,,
52264,"68,125,142",,,,
52265,"100,85,74",,,,
52266,"139,15,15",,,,
52267,"44,138,255",,,,
52268,"255,244,175",,,,
52269,"255,227,140",,,,
52270,"207,29,255",,,,
52271,"155,202,255",,,,
52272,"169,197,244",,,,
52273,"249,241,255",,,,
52274,"182,255,72",,,,
52275,"253,250,86",,,,
52276,"29,56,14",,,,
52277,"8,10,63",,,,
52278,"89,170,164",,,,
52279,"226,255,225",,,,
52280,"11,42,56",,,,
52281,"37,69,62",,,,
52282,"201,234,203",,,,
52283,"195,232,224",,,,
52284,"175,228,228",,,,
52285,"204,48,102",,,,
52286,"103,125,57",,,,
52287,"39,30,75",,,,
52288,"200,0,0",,,,
52289,"249,138,110",,,,
52290,"122,5,77",,,,
52291,"137,57,91",,,,
52292,"17,36,138",,,,
52293,"194,56,43",,,,
52294,"128,0,128",,,,
52295,"183,180,161",,,,
52296,"173,173,161",,,,
52297,"163,162,162",,,,
52298,"174,51,51",,,,
52299,"97,83,142",,,,
52300,"91,191,33",,,,
52301,"215,201,194",,,,
52302,"215,201,194",,,,
52303,"215,201,194",,,,
52304,"149,45,58",,,,
52305,"0,171,169",,,,
52306,"140,185,144",,,,
52307,"140,185,144",,,,
52308,"69,225,245",,,,
52309,"198,124,0",,,,
52310,"255,115,0",,,,
52311,"249,15,191",,,,
52312,"251,129,30",,,,
52313,"247,198,0",,,,
52314,"247,198,0",,,,
52315,"255,56,0",,,,
52316,"103,64,100",,,,
52317,"81,63,50",,,,
52318,"251,157,218",,,,
52319,"230,20,22",,,,
52320,"254,233,201",,,,
52321,"34,29,29",,,,
52322,"116,101,116",,,,
52323,"201,121,121",,,,
52324,"243,200,181",,,,
52325,"168,130,21",,,,
52326,"10,32,54",,,,
52327,"70,87,22",,,,
52328,"1,57,46",,,,
52329,"170,227,229",,,,
52330,"0,1,17",,,,
52331,"86,97,74",,,,
52332,"80,92,135",,,,
52333,"53,60,126",,,,
52334,"252,16,16",,,,
52335,"86,29,155",,,,
52336,"0,89,32",,,,
52337,"255,0,206",,,,
52338,"0,0,0",,,,
52339,"103,7,7",,,,
52340,"195,142,215",,,,
52341,"117,91,13",,,,
52342,"86,131,192",,,,
52343,"181,26,26",,,,
52344,"88,134,140",,,,
52345,"180,54,54",,,,
52346,"238,201,45",,,,
52347,"255,117,214",,,,
52348,"238,238,238",,,,
52349,"57,89,118",,,,
52350,"111,46,46",,,,
52351,"134,156,165",,,,
52352,"0,15,255",,,,
52353,"135,38,66",,,,
52354,"198,255,175",,,,
52355,"2,2,2",,,,
52356,"238,195,221",,,,
52357,"195,195,195",,,,
52358,"97,127,4",,,,
52359,"251,241,162",,,,
52360,"0,15,68",,,,
52361,"242,242,234",,,,
52362,"99,89,41",,,,
52363,"99,89,41",,,,
52364,"99,89,41",,,,
52365,"99,89,41",,,,
52366,"99,89,41",,,,
52367,"255,0,0",,,,
52368,"64,25,125",,,,
52369,"224,224,224",,,,
52370,"185,174,20",,,,
52371,"253,126,0",,,,
52372,"65,0,108",,,,
52373,"169,72,220",,,,
52374,"255,253,253",,,,
52375,"255,253,253",,,,
52376,"255,0,133",,,,
52377,"249,255,0",,,,
52378,"196,144,144",,,,
52379,"182,194,145",,,,
52380,"212,233,238",,,,
52381,"255,0,0",,,,
52382,"168,28,28",,,,
52383,"2,80,19",,,,
52384,"9,3,90",,,,
52385,"255,190,79",,,,
52386,"232,209,116",,,,
52387,"199,80,92",,,,
52388,"95,17,104",,,,
52389,"240,194,194",,,,
52390,"0,13,221",,,,
52391,"194,153,111",,,,
52392,"255,156,29",,,,
52393,"0,15,255",,,,
52394,"0,15,255",,,,
52395,"0,15,255",,,,
52396,"236,185,57",,,,
52397,"26,71,42",,,,
52398,"14,26,64",,,,
52399,"116,0,1",,,,
52400,"214,154,220",,,,
52401,"255,195,96",,,,
52402,"54,59,116",,,,
52403,"238,64,53",,,,
52404,"210,79,244",,,,
52405,"255,232,190",,,,
52406,"127,197,174",,,,
52407,"69,53,53",,,,
52408,"153,171,149",,,,
52409,"45,159,0",,,,
52410,"255,226,226",,,,
52411,"146,4,54",,,,
52412,"187,236,255",,,,
52413,"242,196,54",,,,
52414,"122,157,253",,,,
52415,"57,92,131",,,,
52416,"156,170,171",,,,
52417,"176,59,38",,,,
52418,"179,159,199",,,,
52419,"0,15,0",,,,
52420,"244,220,77",,,,
52421,"212,204,184",,,,
52422,"113,159,70",,,,
52423,"55,47,90",,,,
52424,"249,0,0",,,,
52425,"223,178,40",,,,
52426,"244,200,145",,,,
52427,"0,197,255",,,,
52428,"202,64,251",,,,
52429,"176,0,255",,,,
52430,"248,241,255",,,,
52431,"161,25,100",,,,
52432,"94,227,103",,,,
52433,"73,11,67",,,,
52434,"226,206,246",,,,
52435,"255,192,40",,,,
52436,"117,209,170",,,,
52437,"194,218,165",,,,
52438,"254,109,109",,,,
52439,"0,0,0",,,,
52440,"255,208,246",,,,
52441,"206,24,161",,,,
52442,"98,189,92",,,,
52443,"105,176,231",,,,
52444,"0,15,255",,,,
52445,"0,15,255",,,,
52446,"0,15,255",,,,
52447,"0,15,255",,,,
52448,"0,15,255",,,,
52449,"117,91,255",,,,
52450,"0,232,255",,,,
52451,"0,247,255",,,,
52452,"255,0,0",,,,
52453,"0,178,238",,,,
52454,"191,34,34",,,,
52455,"5,24,99",,,,
52456,"2,2,2",,,,
52457,"24,5,43",,,,
52458,"255,83,48",,,,
52459,"0,0,108",,,,
52460,"138,37,130",,,,
52461,"191,204,255",,,,
52462,"137,15,1",,,,
52463,"109,192,102",,,,
52464,"200,88,46",,,,
52465,"233,136,161",,,,
52466,"2,144,139",,,,
52467,"127,23,31",,,,
52468,"168,207,69",,,,
52469,"168,207,69",,,,
52470,"168,207,69",,,,
52471,"255,0,0",,,,
52472,"73,161,243",,,,
52473,"73,103,68",,,,
52474,"98,18,18",,,,
52475,"109,26,26",,,,
52476,"133,192,133",,,,
52477,"163,163,163",,,,
52478,"225,247,213",,,,
52479,"212,18,67",,,,
52480,"84,84,75",,,,
52481,"250,251,242",,,,
52482,"251,251,251",,,,
52483,"251,255,0",,,,
52484,"35,34,31",,,,
52485,"0,125,94",,,,
52486,"253,253,253",,,,
52487,"193,5,5",,,,
52488,"155,150,127",,,,
52489,"48,176,85",,,,
52490,"102,5,0",,,,
52491,"81,31,31",,,,
52492,"3,0,30",,,,
52493,"155,196,226",,,,
52494,"0,0,15",,,,
52495,"0,0,9",,,,
52496,"0,10,170",,,,
52497,"0,10,170",,,,
52498,"0,10,170",,,,
52499,"0,10,170",,,,
52500,"0,6,108",,,,
52501,"238,232,170",,,,
52502,"229,255,251",,,,
52503,"238,186,48",,,,
52504,"147,180,211",,,,
52505,"84,67,52",,,,
52506,"155,177,185",,,,
52507,"195,133,91",,,,
52508,"47,134,83",,,,
52509,"47,134,83",,,,
52510,"0,15,255",,,,
52511,"255,252,248",,,,
52512,"161,161,164",,,,
52513,"217,95,105",,,,
52514,"217,67,80",,,,
52515,"38,26,26",,,,
52516,"191,54,65",,,,
52517,"215,217,216",,,,
52518,"89,1,59",,,,
52519,"89,3,59",,,,
52520,"106,109,115",,,,
52521,"41,210,53",,,,
52522,"197,197,197",,,,
52523,"72,177,180",,,,
52524,"186,211,253",,,,
52525,"236,197,171",,,,
52526,"255,250,250",,,,
52527,"148,186,183",,,,
52528,"171,246,218",,,,
52529,"133,4,4",,,,
52530,"118,193,249",,,,
52531,"255,244,0",,,,
52532,"163,183,219",,,,
52533,"128,39,94",,,,
52534,"0,14,238",,,,
52535,"34,67,132",,,,
52536,"72,8,110",,,,
52537,"197,54,15",,,,
52538,"163,75,115",,,,
52539,"219,166,0",,,,
52540,"255,137,0",,,,
52541,"2,144,139",,,,
52542,"255,224,189",,,,
52543,"180,36,86",,,,
52544,"214,32,32",,,,
52545,"255,32,140",,,,
52546,"241,218,124",,,,
52547,"156,120,25",,,,
52548,"189,150,189",,,,
52549,"238,35,35",,,,
52550,"255,193,236",,,,
52551,"29,211,221",,,,
52552,"0,178,238",,,,
52553,"0,15,255",,,,
52554,"0,15,255",,,,
52555,"14,48,173",,,,
52556,"27,18,36",,,,
52557,"164,124,72",,,,
52558,"0,13,0",,,,
52559,"255,169,0",,,,
52560,"159,83,10",,,,
52561,"255,0,0",,,,
52562,"55,133,10",,,,
52563,"247,255,201",,,,
52564,"41,80,197",,,,
52565,"24,116,205",,,,
52566,"76,86,96",,,,
52567,"255,198,125",,,,
52568,"255,198,125",,,,
52569,"0,0,0",,,,
52570,"0,0,0",,,,
52571,"0,0,0",,,,
52572,"0,0,0",,,,
52573,"0,0,0",,,,
52574,"38,156,181",,,,
52575,"72,118,255",,,,
52576,"116,180,216",,,,
52577,"255,0,151",,,,
52578,"229,20,0",,,,
52579,"0,0,144",,,,
52580,"254,255,248",,,,
52581,"86,133,72",,,,
52582,"188,210,227",,,,
52583,"193,225,177",,,,
52584,"255,224,224",,,,
52585,"206,214,211",,,,
52586,"186,136,136",,,,
52587,"148,187,139",,,,
52588,"236,199,230",,,,
52589,"239,237,255",,,,
52590,"210,253,147",,,,
52591,"240,190,114",,,,
52592,"199,251,247",,,,
52593,"62,7,119",,,,
52594,"143,177,239",,,,
52595,"114,113,31",,,,
52596,"188,221,210",,,,
52597,"193,106,106",,,,
52598,"229,252,194",,,,
52599,"223,37,37",,,,
52600,"255,93,0",,,,
52601,"1,128,255",,,,
52602,"155,177,185",,,,
52603,"209,173,159",,,,
52604,"155,177,185",,,,
52605,"155,177,185",,,,
52606,"155,177,185",,,,
52607,"191,203,208",,,,
52608,"173,176,159",,,,
52609,"191,203,208",,,,
52610,"210,240,213",,,,
52611,"203,193,180",,,,
52612,"191,203,208",,,,
52613,"93,106,167",,,,
52614,"236,165,165",,,,
52615,"199,227,212",,,,
52616,"213,222,255",,,,
52617,"234,228,178",,,,
52618,"229,188,221",,,,
52619,"54,54,54",,,,
52620,"166,157,134",,,,
52621,"85,108,66",,,,
52622,"85,108,66",,,,
52623,"85,108,66",,,,
52624,"209,17,65",,,,
52625,"58,138,68",,,,
52626,"82,104,63",,,,
52627,"82,104,63",,,,
52628,"82,104,63",,,,
52629,"38,156,181",,,,
52630,"38,156,181",,,,
52631,"38,156,181",,,,
52632,"125,62,14",,,,
52633,"0,30,44",,,,
52634,"13,255,0",,,,
52635,"235,235,235",,,,
52636,"255,127,0",,,,
52637,"255,0,227",,,,
52638,"255,0,227",,,,
52639,"105,105,255",,,,
52640,"0,15,255",,,,
52641,"0,15,255",,,,
52642,"0,15,255",,,,
52643,"255,0,0",,,,
52644,"14,14,15",,,,
52645,"192,112,130",,,,
52646,"162,0,255",,,,
52647,"130,126,126",,,,
52648,"255,0,0",,,,
52649,"255,92,0",,,,
52650,"240,125,12",,,,
52651,"65,90,104",,,,
52652,"77,33,119",,,,
52653,"163,25,25",,,,
52654,"240,4,4",,,,
52655,"130,126,126",,,,
52656,"145,141,141",,,,
52657,"126,132,16",,,,
52658,"158,166,21",,,,
52659,"22,70,121",,,,
52660,"254,108,213",,,,
52661,"255,0,0",,,,
52662,"170,190,216",,,,
52663,"210,238,244",,,,
52664,"20,64,7",,,,
52665,"0,81,186",,,,
52666,"50,167,184",,,,
52667,"199,187,133",,,,
52668,"26,70,103",,,,
52669,"255,237,244",,,,
52670,"210,255,245",,,,
52671,"170,116,255",,,,
52672,"242,228,141",,,,
52673,"88,32,25",,,,
52674,"255,251,208",,,,
52675,"238,154,154",,,,
52676,"35,56,32",,,,
52677,"91,132,178",,,,
52678,"75,88,105",,,,
52679,"143,161,111",,,,
52680,"146,146,146",,,,
52681,"133,107,114",,,,
52682,"151,155,167",,,,
52683,"234,226,178",,,,
52684,"86,81,92",,,,
52685,"239,127,108",,,,
52686,"81,69,60",,,,
52687,"0,15,0",,,,
52688,"240,201,201",,,,
52689,"67,90,74",,,,
52690,"211,229,240",,,,
52691,"0,121,107",,,,
52692,"230,184,242",,,,
52693,"156,172,206",,,,
52694,"167,34,110",,,,
52695,"236,213,159",,,,
52696,"199,231,174",,,,
52697,"168,230,206",,,,
52698,"214,116,205",,,,
52699,"0,0,0",,,,
52700,"254,67,101",,,,
52701,"195,195,150",,,,
52702,"178,137,74",,,,
52703,"16,22,127",,,,
52704,"188,178,111",,,,
52705,"255,111,94",,,,
52706,"103,152,105",,,,
52707,"107,62,38",,,,
52708,"141,37,65",,,,
52709,"209,205,210",,,,
52710,"134,243,187",,,,
52711,"99,136,136",,,,
52712,"191,213,211",,,,
52713,"170,216,14",,,,
52714,"255,0,113",,,,
52715,"221,235,211",,,,
52716,"80,145,140",,,,
52717,"221,235,211",,,,
52718,"204,35,35",,,,
52719,"255,0,0",,,,
52720,"129,126,126",,,,
52721,"255,0,113",,,,
52722,"139,0,255",,,,
52723,"251,255,0",,,,
52724,"71,255,0",,,,
52725,"13,12,143",,,,
52726,"255,0,0",,,,
52727,"255,149,0",,,,
52728,"189,109,0",,,,
52729,"135,86,143",,,,
52730,"0,0,15",,,,
52731,"255,0,0",,,,
52732,"152,27,30",,,,
52733,"0,101,179",,,,
52734,"0,101,179",,,,
52735,"0,15,214",,,,
52736,"213,220,240",,,,
52737,"213,220,240",,,,
52738,"185,87,39",,,,
52739,"185,87,39",,,,
52740,"0,3,111",,,,
52741,"0,9,105",,,,
52742,"0,9,3",,,,
52743,"0,12,153",,,,
52744,"31,141,46",,,,
52745,"229,252,194",,,,
52746,"214,186,244",,,,
52747,"233,234,193",,,,
52748,"248,177,149",,,,
52749,"41,25,1",,,,
52750,"195,193,249",,,,
52751,"81,37,7",,,,
52752,"242,143,143",,,,
52753,"74,74,131",,,,
52754,"128,156,154",,,,
52755,"32,199,243",,,,
52756,"47,66,84",,,,
52757,"72,209,204",,,,
52758,"238,238,238",,,,
52759,"139,69,19",,,,
52760,"231,226,191",,,,
52761,"86,77,126",,,,
52762,"255,225,0",,,,
52763,"218,165,32",,,,
52764,"0,44,119",,,,
52765,"251,251,231",,,,
52766,"65,52,69",,,,
52767,"182,165,204",,,,
52768,"112,240,153",,,,
52769,"246,144,59",,,,
52770,"229,178,178",,,,
52771,"156,47,47",,,,
52772,"158,216,64",,,,
52773,"156,170,170",,,,
52774,"206,181,103",,,,
52775,"111,167,149",,,,
52776,"241,202,255",,,,
52777,"255,247,202",,,,
52778,"239,237,227",,,,
52779,"231,180,216",,,,
52780,"195,139,93",,,,
52781,"88,180,199",,,,
52782,"29,191,162",,,,
52783,"0,0,0",,,,
52784,"223,96,109",,,,
52785,"255,0,0",,,,
52786,"27,26,36",,,,
52787,"124,52,74",,,,
52788,"239,232,217",,,,
52789,"251,234,13",,,,
52790,"240,239,231",,,,
52791,"255,0,0",,,,
52792,"44,191,185",,,,
52793,"146,5,5",,,,
52794,"255,0,0",,,,
52795,"105,105,255",,,,
52796,"144,65,65",,,,
52797,"159,83,10",,,,
52798,"247,130,14",,,,
52799,"10,145,200",,,,
52800,"185,133,1",,,,
52801,"236,255,86",,,,
52802,"255,233,233",,,,
52803,"239,255,11",,,,
52804,"0,15,255",,,,
52805,"255,0,234",,,,
52806,"92,59,59",,,,
52807,"130,80,229",,,,
52808,"0,0,0",,,,
52809,"255,0,0",,,,
52810,"236,185,30",,,,
52811,"10,22,60",,,,
52812,"0,255,246",,,,
52813,"0,0,3",,,,
52814,"25,25,112",,,,
52815,"0,159,98",,,,
52816,"116,46,43",,,,
52817,"255,0,110",,,,
52818,"255,180,0",,,,
52819,"251,219,251",,,,
52820,"0,15,207",,,,
52821,"238,30,30",,,,
52822,"97,150,218",,,,
52823,"255,10,10",,,,
52824,"225,85,108",,,,
52825,"146,221,200",,,,
52826,"239,237,227",,,,
52827,"197,21,143",,,,
52828,"166,2,2",,,,
52829,"41,2,0",,,,
52830,"23,25,40",,,,
52831,"19,37,25",,,,
52832,"1,72,167",,,,
52833,"254,0,60",,,,
52834,"157,193,204",,,,
52835,"49,59,63",,,,
52836,"49,59,63",,,,
52837,"120,95,95",,,,
52838,"244,108,108",,,,
52839,"250,255,255",,,,
52840,"249,237,185",,,,
52841,"214,108,63",,,,
52842,"73,98,141",,,,
52843,"212,101,101",,,,
52844,"154,117,117",,,,
52845,"186,96,96",,,,
52846,"156,94,94",,,,
52847,"118,131,113",,,,
52848,"11,140,143",,,,
52849,"55,6,36",,,,
52850,"255,253,181",,,,
52851,"76,1,18",,,,
52852,"0,15,17",,,,
52853,"0,13,140",,,,
52854,"0,13,140",,,,
52855,"238,162,173",,,,
52856,"238,162,173",,,,
52857,"238,162,173",,,,
52858,"2,37,152",,,,
52859,"243,244,46",,,,
52860,"255,240,1",,,,
52861,"244,241,175",,,,
52862,"239,254,255",,,,
52863,"253,122,172",,,,
52864,"253,239,247",,,,
52865,"255,164,50",,,,
52866,"148,249,192",,,,
52867,"225,85,108",,,,
52868,"0,15,99",,,,
52869,"0,15,96",,,,
52870,"27,138,156",,,,
52871,"0,15,255",,,,
52872,"23,83,178",,,,
52873,"53,138,222",,,,
52874,"53,138,222",,,,
52875,"53,138,222",,,,
52876,"53,138,222",,,,
52877,"53,138,222",,,,
52878,"149,80,77",,,,
52879,"178,198,41",,,,
52880,"182,188,201",,,,
52881,"23,242,20",,,,
52882,"81,75,75",,,,
52883,"111,126,93",,,,
52884,"232,240,233",,,,
52885,"209,225,218",,,,
52886,"204,50,17",,,,
52887,"77,88,3",,,,
52888,"162,80,22",,,,
52889,"246,103,51",,,,
52890,"71,79,72",,,,
52891,"122,158,170",,,,
52892,"84,94,90",,,,
52893,"188,99,99",,,,
52894,"71,36,4",,,,
52895,"185,74,72",,,,
52896,"246,13,13",,,,
52897,"195,67,67",,,,
52898,"255,0,0",,,,
52899,"244,228,228",,,,
52900,"221,42,42",,,,
52901,"251,123,25",,,,
52902,"252,140,30",,,,
52903,"245,222,179",,,,
52904,"163,49,49",,,,
52905,"0,15,255",,,,
52906,"0,15,255",,,,
52907,"0,15,255",,,,
52908,"0,15,255",,,,
52909,"0,15,255",,,,
52910,"0,15,255",,,,
52911,"0,15,255",,,,
52912,"0,15,255",,,,
52913,"0,15,255",,,,
52914,"0,15,255",,,,
52915,"0,15,255",,,,
52916,"0,15,255",,,,
52917,"0,15,255",,,,
52918,"0,15,255",,,,
52919,"0,15,255",,,,
52920,"141,85,36",,,,
52921,"0,15,255",,,,
52922,"0,15,255",,,,
52923,"0,15,255",,,,
52924,"0,15,255",,,,
52925,"0,15,255",,,,
52926,"0,15,255",,,,
52927,"0,15,255",,,,
52928,"0,15,255",,,,
52929,"0,15,255",,,,
52930,"0,15,255",,,,
52931,"147,189,156",,,,
52932,"130,130,130",,,,
52933,"26,26,26",,,,
52934,"244,28,28",,,,
52935,"26,26,26",,,,
52936,"254,255,255",,,,
52937,"255,153,1",,,,
52938,"255,255,248",,,,
52939,"31,79,45",,,,
52940,"223,22,22",,,,
52941,"255,215,0",,,,
52942,"255,215,0",,,,
52943,"221,194,31",,,,
52944,"193,179,164",,,,
52945,"255,239,251",,,,
52946,"138,199,31",,,,
52947,"198,133,221",,,,
52948,"255,191,38",,,,
52949,"193,184,96",,,,
52950,"114,119,137",,,,
52951,"122,105,62",,,,
52952,"132,13,129",,,,
52953,"33,19,42",,,,
52954,"175,225,103",,,,
52955,"11,0,0",,,,
52956,"57,88,50",,,,
52957,"14,3,3",,,,
52958,"0,0,0",,,,
52959,"255,235,59",,,,
52960,"244,67,54",,,,
52961,"191,187,126",,,,
52962,"13,157,217",,,,
52963,"242,242,242",,,,
52964,"47,89,115",,,,
52965,"166,101,78",,,,
52966,"140,59,12",,,,
52967,"75,115,64",,,,
52968,"242,242,242",,,,
52969,"0,15,255",,,,
52970,"219,209,186",,,,
52971,"253,231,224",,,,
52972,"208,18,18",,,,
52973,"0,15,255",,,,
52974,"0,15,255",,,,
52975,"0,15,255",,,,
52976,"0,15,255",,,,
52977,"0,15,255",,,,
52978,"18,229,251",,,,
52979,"0,15,255",,,,
52980,"0,15,255",,,,
52981,"0,15,255",,,,
52982,"0,15,255",,,,
52983,"0,15,255",,,,
52984,"0,15,255",,,,
52985,"0,15,255",,,,
52986,"0,15,255",,,,
52987,"0,15,255",,,,
52988,"0,15,255",,,,
52989,"0,130,130",,,,
52990,"197,233,180",,,,
52991,"243,152,68",,,,
52992,"212,193,168",,,,
52993,"137,206,215",,,,
52994,"204,144,48",,,,
52995,"190,191,188",,,,
52996,"126,113,100",,,,
52997,"152,173,167",,,,
52998,"139,149,160",,,,
52999,"221,183,104",,,,
53000,"252,222,214",,,,
53001,"222,222,222",,,,
53002,"251,225,212",,,,
53003,"222,218,218",,,,
53004,"179,179,178",,,,
53005,"78,166,128",,,,
53006,"225,230,200",,,,
53007,"207,216,161",,,,
53008,"245,241,237",,,,
53009,"251,230,241",,,,
53010,"200,179,153",,,,
53011,"239,237,194",,,,
53012,"35,148,147",,,,
53013,"191,214,211",,,,
53014,"62,57,53",,,,
53015,"243,190,210",,,,
53016,"166,208,240",,,,
53017,"21,92,147",,,,
53018,"52,0,13",,,,
53019,"0,94,32",,,,
53020,"183,203,187",,,,
53021,"234,233,232",,,,
53022,"229,45,0",,,,
53023,"229,45,0",,,,
53024,"242,213,204",,,,
53025,"146,54,59",,,,
53026,"117,76,120",,,,
53027,"238,238,238",,,,
53028,"73,95,105",,,,
53029,"255,197,197",,,,
53030,"182,119,119",,,,
53031,"255,194,194",,,,
53032,"3,8,147",,,,
53033,"144,60,60",,,,
53034,"211,46,46",,,,
53035,"92,171,114",,,,
53036,"233,77,77",,,,
53037,"26,188,156",,,,
53038,"112,103,89",,,,
53039,"254,196,196",,,,
53040,"14,11,105",,,,
53041,"160,243,255",,,,
53042,"254,166,255",,,,
53043,"244,255,220",,,,
53044,"0,15,255",,,,
53045,"0,15,255",,,,
53046,"141,90,48",,,,
53047,"201,156,99",,,,
53048,"138,185,185",,,,
53049,"104,89,122",,,,
53050,"137,137,137",,,,
53051,"137,137,137",,,,
53052,"137,137,137",,,,
53053,"137,137,137",,,,
53054,"137,137,137",,,,
53055,"236,217,187",,,,
53056,"255,224,189",,,,
53057,"55,55,55",,,,
53058,"250,231,130",,,,
53059,"99,51,51",,,,
53060,"228,248,253",,,,
53061,"225,26,217",,,,
53062,"242,131,209",,,,
53063,"207,221,177",,,,
53064,"0,88,91",,,,
53065,"78,123,167",,,,
53066,"78,123,167",,,,
53067,"8,15,15",,,,
53068,"243,83,37",,,,
53069,"239,83,34",,,,
53070,"152,13,13",,,,
53071,"248,122,4",,,,
53072,"81,75,75",,,,
53073,"198,215,185",,,,
53074,"251,178,109",,,,
53075,"255,253,251",,,,
53076,"255,202,122",,,,
53077,"93,81,68",,,,
53078,"187,163,137",,,,
53079,"137,161,188",,,,
53080,"59,68,75",,,,
53081,"0,15,255",,,,
53082,"0,15,255",,,,
53083,"237,231,208",,,,
53084,"255,0,0",,,,
53085,"255,0,0",,,,
53086,"0,9,240",,,,
53087,"0,9,240",,,,
53088,"3,139,221",,,,
53089,"4,156,219",,,,
53090,"211,211,211",,,,
53091,"252,240,244",,,,
53092,"248,244,253",,,,
53093,"30,93,167",,,,
53094,"1,152,225",,,,
53095,"109,83,115",,,,
53096,"212,14,14",,,,
53097,"0,174,219",,,,
53098,"255,0,230",,,,
53099,"208,178,128",,,,
53100,"255,186,186",,,,
53101,"255,148,247",,,,
53102,"249,249,249",,,,
53103,"199,228,255",,,,
53104,"231,231,231",,,,
53105,"43,59,78",,,,
53106,"230,193,255",,,,
53107,"0,170,216",,,,
53108,"237,50,137",,,,
53109,"232,142,0",,,,
53110,"146,90,36",,,,
53111,"24,22,146",,,,
53112,"209,206,199",,,,
53113,"255,78,80",,,,
53114,"0,12,0",,,,
53115,"143,130,113",,,,
53116,"236,236,236",,,,
53117,"240,229,211",,,,
53118,"255,241,225",,,,
53119,"128,128,128",,,,
53120,"195,209,159",,,,
53121,"0,73,2",,,,
53122,"255,57,0",,,,
53123,"238,215,95",,,,
53124,"253,126,255",,,,
53125,"246,181,235",,,,
53126,"209,225,208",,,,
53127,"242,215,215",,,,
53128,"255,240,240",,,,
53129,"214,171,171",,,,
53130,"40,69,126",,,,
53131,"173,18,18",,,,
53132,"115,206,138",,,,
53133,"32,48,96",,,,
53134,"0,15,255",,,,
53135,"0,15,255",,,,
53136,"216,43,45",,,,
53137,"255,245,240",,,,
53138,"255,0,0",,,,
53139,"154,138,61",,,,
53140,"255,0,0",,,,
53141,"204,46,250",,,,
53142,"238,211,107",,,,
53143,"157,136,84",,,,
53144,"210,212,220",,,,
53145,"47,38,38",,,,
53146,"255,238,210",,,,
53147,"0,14,238",,,,
53148,"217,237,247",,,,
53149,"188,232,241",,,,
53150,"145,110,55",,,,
53151,"0,5,85",,,,
53152,"0,0,0",,,,
53153,"0,0,0",,,,
53154,"76,95,95",,,,
53155,"159,217,59",,,,
53156,"255,175,47",,,,
53157,"253,191,91",,,,
53158,"0,161,221",,,,
53159,"255,124,36",,,,
53160,"245,155,200",,,,
53161,"122,135,61",,,,
53162,"2,0,128",,,,
53163,"255,166,0",,,,
53164,"189,188,159",,,,
